Time,Icc,Pm,Vwind,D,Pout,Vcc,S1.Pm,S1.Cp,S1.pitch,S1.v_ms,S1.lambda,S1.RPM,S1.rad_s,S1.torque
2.174,2.8726,35.0446,75.6,0.39132,39.3376,14.6083,41.3891,0.232259,15,21,3.57149,7162.11,750.014,0.0467253
2.175,1.95488,50.291,75.6,0.3915,39.3089,14.604,41.3531,0.232056,15,21,3.57033,7159.78,749.77,0.0670752
2.176,2.87639,35.1998,75.6,0.39168,39.2802,14.5997,41.3408,0.231987,15,21,3.56994,7158.99,749.687,0.0469527
2.177,2.93117,50.2689,75.6,0.39186,39.2513,14.5954,41.3044,0.231783,15,21,3.56876,7156.64,749.441,0.0670752
2.178,1.93871,51.175,75.6,0.39204,39.2233,14.591,41.2369,0.231404,15,21,3.56659,7152.28,748.985,0.0683258
2.179,2.85503,34.8212,75.6,0.39222,39.1953,14.5867,41.221,0.231315,15,21,3.56608,7151.24,748.877,0.0464979
2.18,1.94351,49.8746,75.6,0.3924,39.1672,14.5824,41.1857,0.231117,15,21,3.56494,7148.97,748.638,0.0666205
2.181,2.85979,34.8064,75.6,0.39258,39.1388,14.5781,41.1741,0.231052,15,21,3.56456,7148.21,748.559,0.0464979
2.182,1.94636,49.9383,75.6,0.39276,39.1104,14.5738,41.1384,0.230851,15,21,3.56341,7145.9,748.317,0.0667342
2.183,2.86389,34.8765,75.6,0.39294,39.0817,14.5694,41.1264,0.230784,15,21,3.56303,7145.13,748.236,0.0466116
2.184,2.9186,50.0017,75.6,0.39312,39.053,14.5651,41.0903,0.230582,15,21,3.56186,7142.8,747.992,0.0668479
2.185,1.93057,50.9062,75.6,0.3933,39.0252,14.5608,41.0234,0.230206,15,21,3.5597,7138.47,747.538,0.0680984
2.186,2.8431,34.5841,75.6,0.39348,38.9973,14.5565,41.0077,0.230118,15,21,3.5592,7137.45,747.432,0.0462705
2.187,1.93554,49.5237,75.6,0.39366,38.9693,14.5522,40.9728,0.229922,15,21,3.55807,7135.19,747.195,0.0662794
2.188,2.8481,34.7394,75.6,0.39384,38.941,14.5478,40.9613,0.229858,15,21,3.5577,7134.44,747.117,0.0464979
2.189,1.93856,49.6724,75.6,0.39402,38.9127,14.5435,40.926,0.22966,15,21,3.55656,7132.15,746.877,0.0665068
2.19,2.85245,34.7245,75.6,0.3942,38.8841,14.5392,40.9142,0.229593,15,21,3.55617,7131.39,746.797,0.0464979
2.191,2.90706,49.7358,75.6,0.39438,38.8555,14.5349,40.8784,0.229393,15,21,3.55502,7129.07,746.555,0.0666205
2.192,1.92309,50.4692,75.6,0.39456,38.8278,14.5306,40.812,0.22902,15,21,3.55287,7124.77,746.104,0.0676437
2.193,2.83207,34.3481,75.6,0.39474,38.8,14.5262,40.7965,0.228933,15,21,3.55237,7123.76,745.998,0.0460432
2.194,1.92818,49.3439,75.6,0.39492,38.772,14.5219,40.7619,0.228739,15,21,3.55125,7121.51,745.763,0.0661657
2.195,2.83728,34.4185,75.6,0.3951,38.7439,14.5176,40.7506,0.228675,15,21,3.55088,7120.78,745.686,0.0461569
2.196,1.93132,49.4078,75.6,0.39528,38.7156,14.5133,40.7155,0.228478,15,21,3.54975,7118.5,745.448,0.0662794
2.197,2.8418,34.4886,75.6,0.39546,38.6871,14.509,40.7038,0.228413,15,21,3.54937,7117.74,745.368,0.0462705
2.198,2.89631,49.3866,75.6,0.39564,38.6585,14.5046,40.6683,0.228214,15,21,3.54822,7115.44,745.127,0.0662794
2.199,1.9161,50.2881,75.6,0.39582,38.6309,14.5003,40.6024,0.227843,15,21,3.54608,7111.15,744.678,0.06753
2.2,2.82179,34.1979,75.6,0.396,38.6032,14.496,40.587,0.227757,15,21,3.54558,7110.15,744.573,0.0459295
2.201,1.92129,48.9959,75.6,0.39618,38.5752,14.4917,40.5526,0.227564,15,21,3.54447,7107.92,744.339,0.0658247
2.202,2.82715,34.3528,75.6,0.39636,38.5472,14.4874,40.5414,0.227501,15,21,3.54411,7107.19,744.263,0.0461569
2.203,1.92453,49.1444,75.6,0.39654,38.5189,14.483,40.5066,0.227306,15,21,3.54298,7104.92,744.026,0.0660521
2.204,2.83181,34.4228,75.6,0.39672,38.4905,14.4787,40.495,0.227241,15,21,3.5426,7104.17,743.947,0.0462705
2.205,2.88622,49.2079,75.6,0.3969,38.462,14.4744,40.4597,0.227043,15,21,3.54146,7101.88,743.707,0.0661657
2.206,1.90951,50.0233,75.6,0.39708,38.4344,14.4701,40.3942,0.226675,15,21,3.53933,7097.61,743.26,0.0673026
2.207,2.8121,34.1327,75.6,0.39726,38.4067,14.4658,40.3789,0.226589,15,21,3.53883,7096.61,743.155,0.0459295
2.208,1.91477,48.7337,75.6,0.39744,38.3789,14.4614,40.3447,0.226398,15,21,3.53772,7094.38,742.922,0.0655973
2.209,2.81756,34.203,75.6,0.39762,38.3508,14.4571,40.3336,0.226335,15,21,3.53736,7093.66,742.846,0.0460432
2.21,2.87198,48.7976,75.6,0.3978,38.3226,14.4528,40.299,0.226141,15,21,3.53624,7091.4,742.61,0.065711
2.211,1.90041,49.6967,75.6,0.39798,38.2954,14.4485,40.2342,0.225777,15,21,3.53413,7087.18,742.168,0.0669615
2.212,2.79877,33.914,75.6,0.39816,38.268,14.4442,40.2193,0.225694,15,21,3.53364,7086.21,742.066,0.0457021
2.213,1.90599,48.4938,75.6,0.39834,38.2404,14.4398,40.1857,0.225505,15,21,3.53255,7084.02,741.836,0.0653699
2.214,2.80472,33.9845,75.6,0.39852,38.2126,14.4355,40.1749,0.225445,15,21,3.5322,7083.31,741.763,0.0458158
2.215,1.90962,48.558,75.6,0.3987,38.1847,14.4312,40.1408,0.225253,15,21,3.53109,7081.09,741.53,0.0654836
2.216,2.80996,33.9703,75.6,0.39888,38.1566,14.4269,40.1297,0.225191,15,21,3.53073,7080.36,741.453,0.0458158
2.217,2.86422,48.6218,75.6,0.39906,38.1283,14.4226,40.0951,0.224997,15,21,3.5296,7078.1,741.217,0.0655973
2.218,1.89529,49.5192,75.6,0.39924,38.101,14.4182,40.0305,0.224635,15,21,3.5275,7073.88,740.775,0.0668479
2.219,2.7912,33.6819,75.6,0.39942,38.0735,14.4139,40.0157,0.224551,15,21,3.52701,7072.91,740.674,0.0454747
2.22,1.90085,48.2344,75.6,0.3996,38.0459,14.4096,39.9821,0.224363,15,21,3.52592,7070.72,740.444,0.0651426
2.221,2.79713,33.7523,75.6,0.39978,38.0181,14.4053,39.9714,0.224302,15,21,3.52557,7070.01,740.37,0.0455884
2.222,2.85142,48.2986,75.6,0.39996,37.9901,14.401,39.9373,0.224111,15,21,3.52446,7067.79,740.137,0.0652562
2.223,1.88707,49.195,75.6,0.40014,37.963,14.3966,39.8734,0.223753,15,21,3.52237,7063.61,739.699,0.0665068
2.224,2.77919,33.549,75.6,0.40032,37.9358,14.3923,39.8589,0.223671,15,21,3.5219,7062.66,739.6,0.045361
2.225,1.8929,47.9965,75.6,0.4005,37.9084,14.388,39.8258,0.223486,15,21,3.52082,7060.49,739.373,0.0649152
2.226,2.78551,33.5355,75.6,0.40068,37.8808,14.3837,39.8154,0.223427,15,21,3.52048,7059.81,739.301,0.045361
2.227,1.89677,48.0609,75.6,0.40086,37.853,14.3794,39.7818,0.223239,15,21,3.51938,7057.61,739.071,0.0650289
2.228,2.79111,33.6897,75.6,0.40104,37.825,14.375,39.7709,0.223178,15,21,3.51903,7056.89,738.996,0.0455884
2.229,2.84521,48.1249,75.6,0.40122,37.7969,14.3707,39.7368,0.222986,15,21,3.51791,7054.66,738.762,0.0651426
2.23,1.88293,48.9357,75.6,0.4014,37.7697,14.3664,39.6731,0.222629,15,21,3.51583,7050.48,738.324,0.0662794
2.231,2.77301,33.4027,75.6,0.40158,37.7423,14.3621,39.6585,0.222547,15,21,3.51535,7049.52,738.224,0.0452474
2.232,1.88868,47.8233,75.6,0.40176,37.7148,14.3578,39.6254,0.222361,15,21,3.51427,7047.35,737.997,0.0648015
2.233,2.77924,33.473,75.6,0.40194,37.6871,14.3534,39.6148,0.222302,15,21,3.51392,7046.66,737.924,0.045361
2.234,2.83333,47.8875,75.6,0.40212,37.6592,14.3491,39.5812,0.222113,15,21,3.51282,7044.45,737.693,0.0649152
2.235,1.8753,48.6975,75.6,0.4023,37.6322,14.3448,39.5181,0.221759,15,21,3.51075,7040.3,737.259,0.0660521
2.236,2.76184,33.187,75.6,0.40248,37.6051,14.3405,39.5038,0.221679,15,21,3.51029,7039.37,737.161,0.04502
2.237,1.88127,47.5032,75.6,0.40266,37.5778,14.3362,39.4711,0.221495,15,21,3.50922,7037.22,736.936,0.0644604
2.238,2.76841,33.3412,75.6,0.40284,37.5503,14.3318,39.4608,0.221438,15,21,3.50888,7036.54,736.865,0.0452474
2.239,2.82248,47.7351,75.6,0.40302,37.5226,14.3275,39.4276,0.221251,15,21,3.50779,7034.36,736.636,0.0648015
2.24,1.86831,48.4605,75.6,0.4032,37.4958,14.3232,39.365,0.2209,15,21,3.50574,7030.24,736.205,0.0658247
2.241,2.75162,33.0559,75.6,0.40338,37.4688,14.3189,39.351,0.220821,15,21,3.50527,7029.32,736.108,0.0449063
2.242,1.87448,47.3518,75.6,0.40356,37.4416,14.3146,39.3187,0.22064,15,21,3.50421,7027.19,735.886,0.0643468
2.243,2.75847,33.0428,75.6,0.40374,37.4142,14.3102,39.3086,0.220583,15,21,3.50388,7026.53,735.816,0.0449063
2.244,2.81249,47.5,75.6,0.40392,37.3867,14.3059,39.2757,0.220399,15,21,3.5028,7024.36,735.589,0.0645741
2.245,1.86187,48.2246,75.6,0.4041,37.36,14.3016,39.2136,0.22005,15,21,3.50076,7020.27,735.161,0.0655973
2.246,2.74215,32.7584,75.6,0.40428,37.3331,14.2973,39.1998,0.219973,15,21,3.50031,7019.36,735.065,0.0445652
2.247,1.86819,47.0342,75.6,0.40446,37.306,14.293,39.1678,0.219793,15,21,3.49926,7017.25,734.844,0.0640057
2.248,2.74924,32.9125,75.6,0.40464,37.2787,14.2886,39.1579,0.219738,15,21,3.49893,7016.59,734.776,0.0447926
2.249,2.80321,47.0989,75.6,0.40482,37.2512,14.2843,39.1253,0.219555,15,21,3.49786,7014.44,734.551,0.0641194
2.25,1.85587,47.9897,75.6,0.405,37.2246,14.28,39.0636,0.219208,15,21,3.49583,7010.37,734.124,0.0653699
2.251,2.73334,32.7122,75.6,0.40518,37.1978,14.2757,39.0499,0.219132,15,21,3.49538,7009.47,734.03,0.0445652
2.252,1.86232,46.8846,75.6,0.40536,37.1708,14.2714,39.0182,0.218954,15,21,3.49433,7007.37,733.81,0.063892
2.253,2.74064,32.7829,75.6,0.40554,37.1436,14.267,39.0085,0.218899,15,21,3.49401,7006.73,733.743,0.0446789
2.254,2.79457,46.866,75.6,0.40572,37.1162,14.2627,38.9761,0.218718,15,21,3.49295,7004.59,733.519,0.063892
2.255,1.85026,47.839,75.6,0.4059,37.0896,14.2584,38.9148,0.218374,15,21,3.49092,7000.54,733.095,0.0652562
2.256,2.7251,32.5831,75.6,0.40608,37.0629,14.2541,38.9013,0.218298,15,21,3.49048,6999.65,733.001,0.0444516
2.257,1.85681,46.6524,75.6,0.40626,37.0359,14.2498,38.8698,0.218121,15,21,3.48944,6997.56,732.783,0.0636646
2.258,2.73257,32.737,75.6,0.40644,37.0088,14.2454,38.8602,0.218067,15,21,3.48912,6996.93,732.716,0.0446789
2.259,2.7864,46.7172,75.6,0.40662,36.9814,14.2411,38.8281,0.217887,15,21,3.48806,6994.8,732.494,0.0637783
2.26,1.84496,47.6058,75.6,0.4068,36.9548,14.2368,38.7671,0.217545,15,21,3.48605,6990.76,732.071,0.0650289
2.261,2.71731,32.3711,75.6,0.40698,36.9281,14.2325,38.7538,0.21747,15,21,3.48561,6989.88,731.978,0.0442242
2.262,1.85161,46.5041,75.6,0.40716,36.9012,14.2282,38.7225,0.217294,15,21,3.48457,6987.8,731.761,0.0635509
2.263,2.7249,32.525,75.6,0.40734,36.8741,14.2238,38.7129,0.217241,15,21,3.48426,6987.17,731.695,0.0444516
2.264,2.77867,46.4858,75.6,0.40752,36.8467,14.2195,38.6811,0.217062,15,21,3.4832,6985.06,731.473,0.0635509
2.265,1.83993,47.3733,75.6,0.4077,36.8202,14.2152,38.6204,0.216721,15,21,3.4812,6981.03,731.052,0.0648015
2.266,2.70991,32.4092,75.6,0.40788,36.7935,14.2109,38.6071,0.216647,15,21,3.48076,6980.15,730.96,0.0443379
2.267,1.84665,46.3564,75.6,0.40806,36.7666,14.2066,38.576,0.216472,15,21,3.47973,6978.09,730.744,0.0634373
2.268,2.71761,32.3967,75.6,0.40824,36.7395,14.2022,38.5666,0.216419,15,21,3.47942,6977.46,730.678,0.0443379
2.269,2.77132,46.3382,75.6,0.40842,36.7121,14.1979,38.5348,0.216241,15,21,3.47837,6975.35,730.457,0.0634373
2.27,1.83513,47.2245,75.6,0.4086,36.6856,14.1936,38.4745,0.215903,15,21,3.47637,6971.34,730.037,0.0646878
2.271,2.70286,32.1153,75.6,0.40878,36.659,14.1893,38.4613,0.215829,15,21,3.47593,6970.47,729.945,0.0439968
2.272,1.8419,46.0432,75.6,0.40896,36.6321,14.185,38.4304,0.215655,15,21,3.4749,6968.41,729.73,0.0630962
2.273,2.71064,32.2688,75.6,0.40914,36.605,14.1806,38.421,0.215602,15,21,3.47459,6967.78,729.664,0.0442242
2.274,2.76425,46.274,75.6,0.40932,36.5776,14.1763,38.3894,0.215425,15,21,3.47354,6965.68,729.445,0.0634373
2.275,1.83053,46.9933,75.6,0.4095,36.5512,14.172,38.3293,0.215088,15,21,3.47155,6961.68,729.026,0.0644604
2.276,2.69606,31.9879,75.6,0.40968,36.5245,14.1677,38.3162,0.215015,15,21,3.47111,6960.81,728.934,0.0438831
2.277,1.83734,45.8966,75.6,0.40986,36.4976,14.1634,38.2854,0.214842,15,21,3.47009,6958.76,728.719,0.0629825
2.278,2.70391,32.1413,75.6,0.41004,36.4705,14.159,38.2761,0.214789,15,21,3.46978,6958.13,728.654,0.0441105
2.279,2.75744,45.9615,75.6,0.41022,36.4432,14.1547,38.2446,0.214613,15,21,3.46873,6956.04,728.435,0.0630962
2.28,1.82607,46.8455,75.6,0.4104,36.4167,14.1504,38.1848,0.214277,15,21,3.46675,6952.05,728.017,0.0643468
2.281,2.68949,31.9437,75.6,0.41058,36.3901,14.1461,38.1718,0.214204,15,21,3.46631,6951.18,727.926,0.0438831
2.282,1.83292,45.7504,75.6,0.41076,36.3632,14.1418,38.1411,0.214032,15,21,3.46529,6949.13,727.711,0.0628688
2.283,2.69741,32.0141,75.6,0.41094,36.3361,14.1374,38.1318,0.21398,15,21,3.46498,6948.51,727.646,0.0439968
2.284,2.75086,45.8979,75.6,0.41112,36.3088,14.1331,38.1005,0.213804,15,21,3.46394,6946.42,727.428,0.0630962
2.285,1.82175,46.6155,75.6,0.4113,36.2823,14.1288,38.0409,0.21347,15,21,3.46195,6942.44,727.011,0.0641194
2.286,2.68313,31.8169,75.6,0.41148,36.2557,14.1245,38.0279,0.213397,15,21,3.46152,6941.57,726.92,0.0437694
2.287,2.73684,45.5219,75.6,0.41166,36.2288,14.1202,37.9974,0.213225,15,21,3.4605,6939.53,726.706,0.0626414
2.288,1.81288,46.3218,75.6,0.41184,36.2027,14.1158,37.9387,0.212896,15,21,3.45854,6935.6,726.295,0.0637783
2.289,2.67018,31.6206,75.6,0.41202,36.1765,14.1115,37.9262,0.212826,15,21,3.45813,6934.77,726.207,0.0435421
2.29,1.82015,45.3124,75.6,0.4122,36.1499,14.1072,37.8962,0.212658,15,21,3.45713,6932.76,725.997,0.0624141
2.291,2.67874,31.6912,75.6,0.41238,36.1232,14.1029,37.8874,0.212608,15,21,3.45683,6932.17,725.935,0.0436557
2.292,2.73215,45.5427,75.6,0.41256,36.0962,14.0986,37.8568,0.212437,15,21,3.45581,6930.12,725.721,0.0627551
2.293,1.80974,46.1766,75.6,0.41274,36.07,14.0942,37.7982,0.212108,15,21,3.45385,6926.2,725.31,0.0636646
2.294,2.66553,31.4952,75.6,0.41292,36.0437,14.0899,37.7857,0.212037,15,21,3.45343,6925.36,725.222,0.0434284
2.295,1.81697,45.0861,75.6,0.4131,36.0171,14.0856,37.7558,0.211869,15,21,3.45243,6923.35,725.011,0.0621867
2.296,2.67403,31.6482,75.6,0.41328,35.9902,14.0813,37.7469,0.21182,15,21,3.45214,6922.75,724.949,0.0436557
2.297,2.72734,45.2336,75.6,0.41346,35.9632,14.077,37.7163,0.211648,15,21,3.45111,6920.7,724.734,0.0624141
2.298,1.80653,46.1961,75.6,0.41364,35.9369,14.0726,37.6578,0.21132,15,21,3.44915,6916.78,724.323,0.0637783
2.299,2.66078,31.4523,75.6,0.41382,35.9105,14.0683,37.6453,0.211249,15,21,3.44873,6915.93,724.235,0.0434284
2.3,1.81371,44.9424,75.6,0.414,35.8838,14.064,37.6154,0.211082,15,21,3.44773,6913.92,724.024,0.062073
2.301,2.66923,31.5228,75.6,0.41418,35.8569,14.0597,37.6064,0.211032,15,21,3.44743,6913.32,723.961,0.0435421
2.302,2.7224,45.0897,75.6,0.41436,35.8298,14.0554,37.5759,0.21086,15,21,3.44641,6911.27,723.747,0.0623004
2.303,1.80325,45.9687,75.6,0.41454,35.8035,14.051,37.5175,0.210533,15,21,3.44445,6907.35,723.336,0.0635509
2.304,2.65592,31.4094,75.6,0.41472,35.777,14.0467,37.5049,0.210462,15,21,3.44403,6906.5,723.247,0.0434284
2.305,2.70936,44.7988,75.6,0.4149,35.7503,14.0424,37.4751,0.210294,15,21,3.44303,6904.49,723.036,0.0619593
2.306,1.79498,45.6774,75.6,0.41508,35.7243,14.0381,37.4175,0.209971,15,21,3.44109,6900.61,722.63,0.0632099
2.307,2.64386,31.2146,75.6,0.41526,35.6982,14.0338,37.4054,0.209903,15,21,3.44069,6899.79,722.545,0.043201
2.308,1.8025,44.6734,75.6,0.41544,35.6718,14.0294,37.3761,0.209739,15,21,3.4397,6897.82,722.338,0.0618456
2.309,2.6528,31.2852,75.6,0.41562,35.6451,14.0251,37.3675,0.209691,15,21,3.43941,6897.24,722.277,0.0433147
2.31,2.70594,44.6566,75.6,0.4158,35.6183,14.0208,37.3375,0.209523,15,21,3.43841,6895.22,722.066,0.0618456
2.311,1.79263,45.616,75.6,0.41598,35.5922,14.0165,37.28,0.2092,15,21,3.43647,6891.34,721.659,0.0632099
2.312,2.64035,31.0906,75.6,0.41616,35.5659,14.0122,37.2677,0.209131,15,21,3.43606,6890.51,721.573,0.0430873
2.313,2.69372,44.4493,75.6,0.41634,35.5394,14.0078,37.2384,0.208966,15,21,3.43507,6888.53,721.365,0.0616183
2.314,1.78488,45.3261,75.6,0.41652,35.5137,14.0035,37.1816,0.208647,15,21,3.43315,6884.69,720.963,0.0628688
2.315,2.62904,30.8968,75.6,0.4167,35.4877,13.9992,37.1698,0.208581,15,21,3.43276,6883.89,720.879,0.0428599
2.316,1.79263,44.3248,75.6,0.41688,35.4615,13.9949,37.1409,0.208419,15,21,3.43178,6881.94,720.675,0.0615046
2.317,2.63834,31.0494,75.6,0.41706,35.435,13.9906,37.1326,0.208373,15,21,3.4315,6881.38,720.616,0.0430873
2.318,2.69137,44.3903,75.6,0.41724,35.4083,13.9862,37.1031,0.208207,15,21,3.43051,6879.38,720.407,0.0616183
2.319,1.78321,45.2658,75.6,0.41742,35.3823,13.9819,37.0462,0.207888,15,21,3.42859,6875.53,720.004,0.0628688
2.32,2.62652,30.8557,75.6,0.4176,35.3562,13.9776,37.0343,0.207821,15,21,3.42818,6874.72,719.919,0.0428599
2.321,2.6798,44.1021,75.6,0.41778,35.3298,13.9733,37.0053,0.207658,15,21,3.42721,6872.76,719.714,0.0612772
2.322,1.77585,45.0589,75.6,0.41796,35.3041,13.969,36.9491,0.207343,15,21,3.42531,6868.95,719.315,0.0626414
2.323,2.6158,30.6627,75.6,0.41814,35.2782,13.9646,36.9376,0.207278,15,21,3.42492,6868.17,719.233,0.0426326
2.324,1.78378,43.8967,75.6,0.41832,35.2521,13.9603,36.9091,0.207118,15,21,3.42395,6866.24,719.031,0.0610498
2.325,2.62536,30.8969,75.6,0.4185,35.2257,13.956,36.901,0.207073,15,21,3.42368,6865.69,718.973,0.0429736
2.326,2.67828,44.1257,75.6,0.41868,35.1991,13.9517,36.8718,0.206909,15,21,3.42269,6863.71,718.766,0.0613909
2.327,1.77472,44.9178,75.6,0.41886,35.1732,13.9474,36.8155,0.206593,15,21,3.42079,6859.89,718.366,0.0625278
2.328,2.61403,30.6222,75.6,0.41904,35.1471,13.943,36.8038,0.206527,15,21,3.42039,6859.09,718.282,0.0426326
2.329,2.66719,43.8386,75.6,0.41922,35.1208,13.9387,36.7752,0.206367,15,21,3.41942,6857.14,718.078,0.0610498
2.33,1.76765,44.7935,75.6,0.4194,35.0952,13.9344,36.7195,0.206054,15,21,3.41753,6853.36,717.682,0.0624141
2.331,2.60373,30.5116,75.6,0.41958,35.0694,13.9301,36.7081,0.20599,15,21,3.41714,6852.58,717.601,0.0425189
2.332,1.7757,43.7156,75.6,0.41976,35.0433,13.9258,36.6799,0.205832,15,21,3.41619,6850.67,717.4,0.0609361
2.333,2.61348,30.5822,75.6,0.41994,35.0169,13.9214,36.672,0.205788,15,21,3.41592,6850.13,717.344,0.0426326
2.334,2.6663,43.8627,75.6,0.42012,34.9903,13.9171,36.6431,0.205626,15,21,3.41494,6848.16,717.138,0.0611635
2.335,1.7669,44.5717,75.6,0.4203,34.9645,13.9128,36.5873,0.205313,15,21,3.41304,6844.36,716.74,0.0621867
2.336,2.60255,30.4714,75.6,0.42048,34.9384,13.9085,36.5757,0.205247,15,21,3.41265,6843.57,716.657,0.0425189
2.337,2.65557,43.658,75.6,0.42066,34.9121,13.9042,36.5473,0.205088,15,21,3.41168,6841.64,716.454,0.0609361
2.338,1.76007,44.3666,75.6,0.42084,34.8866,13.8998,36.4922,0.204779,15,21,3.40981,6837.87,716.06,0.0619593
2.339,2.59257,30.3612,75.6,0.42102,34.8608,13.8955,36.4809,0.204715,15,21,3.40942,6837.1,715.98,0.0424052
2.34,2.64563,43.3728,75.6,0.4212,34.8347,13.8912,36.453,0.204559,15,21,3.40847,6835.2,715.78,0.0605951
2.341,1.75373,44.1624,75.6,0.42138,34.8093,13.8869,36.3983,0.204252,15,21,3.40661,6831.46,715.389,0.061732
2.342,2.58331,30.1703,75.6,0.42156,34.7837,13.8826,36.3874,0.204191,15,21,3.40624,6830.72,715.311,0.0421778
2.343,1.76211,43.2511,75.6,0.42174,34.7579,13.8782,36.3599,0.204036,15,21,3.4053,6828.84,715.114,0.0604814
2.344,2.59357,30.3222,75.6,0.42192,34.7317,13.8739,36.3523,0.203994,15,21,3.40504,6828.32,715.06,0.0424052
2.345,2.64628,43.3981,75.6,0.4221,34.7053,13.8696,36.324,0.203835,15,21,3.40408,6826.38,714.857,0.0607088
2.346,1.75393,44.1053,75.6,0.42228,34.6796,13.8653,36.2692,0.203527,15,21,3.40221,6822.63,714.464,0.061732
2.347,2.58351,30.1311,75.6,0.42246,34.6538,13.861,36.2579,0.203464,15,21,3.40182,6821.86,714.383,0.0421778
2.348,2.63641,43.0325,75.6,0.42264,34.6276,13.8566,36.2301,0.203308,15,21,3.40087,6819.96,714.184,0.060254
2.349,1.74766,43.9828,75.6,0.42282,34.6021,13.8523,36.1758,0.203003,15,21,3.39902,6816.23,713.794,0.0616183
2.35,2.57434,30.0218,75.6,0.423,34.5765,13.848,36.1649,0.202942,15,21,3.39864,6815.48,713.716,0.0420641
2.351,1.75603,42.9924,75.6,0.42318,34.5505,13.8437,36.1375,0.202788,15,21,3.39771,6813.6,713.519,0.060254
2.352,2.58459,30.1735,75.6,0.42336,34.5243,13.8394,36.1299,0.202746,15,21,3.39745,6813.08,713.464,0.0422915
2.353,2.63712,43.058,75.6,0.42354,34.4978,13.835,36.1017,0.202588,15,21,3.39648,6811.15,713.262,0.0603677
2.354,1.74791,43.9258,75.6,0.42372,34.4721,13.8307,36.0472,0.202282,15,21,3.39462,6807.41,712.87,0.0616183
2.355,2.5746,30.0639,75.6,0.4239,34.4462,13.8264,36.0359,0.202218,15,21,3.39423,6806.63,712.789,0.0421778
2.356,2.62734,42.9364,75.6,0.42408,34.42,13.8221,36.0083,0.202063,15,21,3.39328,6804.73,712.59,0.060254
2.357,1.74167,43.7226,75.6,0.42426,34.3944,13.8178,35.9542,0.20176,15,21,3.39143,6801.02,712.201,0.0613909
2.358,2.56551,29.9548,75.6,0.42444,34.3687,13.8134,35.9433,0.201699,15,21,3.39105,6800.26,712.122,0.0420641
2.359,2.61826,42.6536,75.6,0.42462,34.3427,13.8091,35.916,0.201546,15,21,3.39012,6798.39,711.926,0.059913
2.36,1.73587,43.5203,75.6,0.4248,34.3174,13.8048,35.8625,0.201245,15,21,3.38828,6794.7,711.54,0.0611635
2.361,2.55702,29.6844,75.6,0.42498,34.2919,13.8005,35.8518,0.201185,15,21,3.38791,6793.97,711.463,0.0417231
2.362,2.60978,42.5333,75.6,0.42516,34.2661,13.7962,35.8249,0.201034,15,21,3.38699,6792.11,711.268,0.0597993
2.363,1.73044,43.3186,75.6,0.42534,34.2409,13.7918,35.7718,0.200736,15,21,3.38516,6788.45,710.885,0.0609361
2.364,2.54908,29.5764,75.6,0.42552,34.2155,13.7875,35.7614,0.200678,15,21,3.38481,6787.73,710.81,0.0416094
2.365,1.7392,42.4136,75.6,0.4257,34.1898,13.7832,35.7348,0.200529,15,21,3.38389,6785.9,710.618,0.0596856
2.366,2.55994,29.7278,75.6,0.42588,34.1639,13.7789,35.7276,0.200488,15,21,3.38364,6785.4,710.566,0.0418368
2.367,2.61233,42.5602,75.6,0.42606,34.1376,13.7746,35.7002,0.200335,15,21,3.3827,6783.51,710.368,0.059913
2.368,1.73184,43.4249,75.6,0.42624,34.1121,13.7702,35.6468,0.200035,15,21,3.38086,6779.82,709.981,0.0611635
2.369,2.55102,29.6193,75.6,0.42642,34.0864,13.7659,35.636,0.199974,15,21,3.38049,6779.07,709.903,0.0417231
2.37,2.60357,42.44,75.6,0.4266,34.0603,13.7616,35.609,0.199823,15,21,3.37956,6777.21,709.708,0.0597993
2.371,1.72626,43.2235,75.6,0.42678,34.035,13.7573,35.556,0.199526,15,21,3.37773,6773.54,709.324,0.0609361
2.372,2.54286,29.4307,75.6,0.42696,34.0094,13.753,35.5455,0.199466,15,21,3.37737,6772.81,709.247,0.0414957
2.373,2.59542,42.1591,75.6,0.42714,33.9836,13.7486,35.5188,0.199317,15,21,3.37645,6770.97,709.054,0.0594582
2.374,1.72103,42.9421,75.6,0.42732,33.9584,13.7443,35.4663,0.199022,15,21,3.37463,6767.33,708.673,0.0605951
2.375,2.53522,29.3232,75.6,0.4275,33.933,13.74,35.456,0.198964,15,21,3.37427,6766.61,708.598,0.041382
2.376,2.5878,42.0401,75.6,0.42768,33.9073,13.7357,35.4296,0.198816,15,21,3.37336,6764.79,708.407,0.0593445
2.377,1.71613,42.8225,75.6,0.42786,33.8822,13.7314,35.3775,0.198524,15,21,3.37156,6761.17,708.028,0.0604814
2.378,2.52806,29.2161,75.6,0.42804,33.8569,13.727,35.3674,0.198467,15,21,3.37121,6760.47,707.955,0.0412683
2.379,2.58061,41.7606,75.6,0.42822,33.8313,13.7227,35.3413,0.19832,15,21,3.37031,6758.66,707.765,0.0590035
2.38,1.71153,42.623,75.6,0.4284,33.8064,13.7184,35.2895,0.19803,15,21,3.36851,6755.06,707.388,0.060254
2.381,2.52132,29.1897,75.6,0.42858,33.7812,13.7141,35.2796,0.197974,15,21,3.36817,6754.37,707.316,0.0412683
2.382,1.72065,41.8034,75.6,0.42876,33.7557,13.7098,35.2537,0.197829,15,21,3.36727,6752.57,707.128,0.0591172
